1 1:0.408122 2:0.407777 3:0.38636 4:0.372549 5:0.0588235 6:0.407843 7:0.192373 8:0.224456 9:0.455346 10:0.115403 11:0.0124225 12:0.956466 13:0.0429365 14:0.000586682 15:0.499997 16:0.159888 17:0.00399813 18:0.00352661 19:0.00153624 20:0.00300077 21:0.00846344 22:0.0044653 23:0.00491075 24:0.0127006 25:0.0103278 26:0.00873505 27:0.00460872 28:0.00418065 29:0.00295514 30:0.00246407 31:0.00416762 32:0.00260313 33:0.0186326 34:0.00473692 35:0.00879372 36:0.00220332 37:0.0102474 38:0.00600589 39:0.00355703 40:0.00127766 41:0.0252838 42:0.00438925 43:0.00456091 44:0.00169486 45:0.00360701 46:0.00319851 47:0.00567561 48:0.00940865 49:0.0130591 50:0.00544311 51:0.00898493 52:0.00224026 53:0.00364829 54:0.00252491 55:0.00627533 56:0.00694893 57:0.00432624 58:0.00638615 59:0.0197821 60:0.00385255 61:0.00657953 62:0.00299643 63:0.0386993 64:0.00926089 
1 1:0.302983 2:0.270064 3:0.234107 4:0.411765 5:0.235294 6:0.301961 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.492958 16:0.239437 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0352113 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.232394 64:0 
1 1:0.26796 2:0.232666 3:0.196119 4:0.411765 5:0.266667 6:0.266667 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.491409 16:0.460481 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0309278 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0171821 64:0 
-1 1:0.292676 2:0.258261 3:0.217216 4:0.407843 5:0.254902 6:0.290196 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.484305 16:0.0179372 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0538117 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.443946 64:0 
-1 1:0.298773 2:0.265702 3:0.226287 4:0.407843 5:0.25098 6:0.298039 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.505348 16:0.181818 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0454545 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.26738 64:0 
-1 1:0.31682 2:0.281827 3:0.243526 4:0.411765 5:0.223529 6:0.313726 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.501597 16:0.28754 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.00319489 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.207668 64:0 
-1 1:0.266909 2:0.231053 3:0.192885 4:0.415686 5:0.278431 6:0.266667 7:0 8:0 9:0.980456 10:0.019544 11:0 12:1 13:0 14:0 15:0.495114 16:0.368078 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.136808 64:0 
-1 1:0.287364 2:0.256799 3:0.215033 4:0.403922 5:0.258824 6:0.286275 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.496732 16:0.245098 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0294118 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.228758 64:0 
-1 1:0.226864 2:0.202044 3:0.160581 4:0.396078 5:0.298039 6:0.223529 7:0 8:0 9:1 10:0 11:0 12:0.968504 13:0.0314961 14:0 15:0.511811 16:0.0661417 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.209449 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.212598 64:0 
-1 1:0.258206 2:0.231835 3:0.194304 4:0.396078 5:0.247059 6:0.254902 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.491803 16:0.101639 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0295082 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.377049 64:0 
-1 1:0.303392 2:0.268332 3:0.232913 4:0.411765 5:0.235294 6:0.301961 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.5 16:0.186508 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.103175 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.210317 64:0 
-1 1:0.258725 2:0.223775 3:0.183665 4:0.403922 5:0.294118 6:0.254902 7:0 8:0 9:1 10:0 11:0 12:0.954887 13:0.0451128 14:0 15:0.496241 16:0.498747 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.00501253 64:0 
-1 1:0.28285 2:0.254609 3:0.211223 4:0.403922 5:0.262745 6:0.282353 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.507463 16:0.00746269 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0597015 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.425373 64:0 
-1 1:0.320392 2:0.285712 3:0.248883 4:0.411765 5:0.223529 6:0.317647 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.495652 16:0.113043 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.108696 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.282609 64:0 
-1 1:0.259141 2:0.230598 3:0.191417 4:0.403922 5:0.27451 6:0.258824 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.491018 16:0.275449 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.233533 64:0 
-1 1:0.315741 2:0.280683 3:0.242756 4:0.407843 5:0.239216 6:0.313726 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.50463 16:0.25463 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0277778 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.212963 64:0 
1 1:0.258863 2:0.223569 3:0.185888 4:0.407843 5:0.286275 6:0.258824 7:0 8:0 9:1 10:0 11:0 12:0.996656 13:0.00334448 14:0 15:0.498328 16:0.451505 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0501672 64:0 
-1 1:0.279531 2:0.249487 3:0.206104 4:0.403922 5:0.266667 6:0.278431 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.497908 16:0.0585774 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.121339 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.322176 64:0 
-1 1:0.313927 2:0.278633 3:0.239444 4:0.407843 5:0.239216 6:0.313726 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.496575 16:0.267123 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.236301 64:0 
-1 1:0.310412 2:0.275885 3:0.238562 4:0.407843 5:0.239216 6:0.309804 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.5 16:0.149425 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.12069 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.229885 64:0 
-1 1:0.287619 2:0.256647 3:0.221225 4:0.407843 5:0.231373 6:0.286275 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.497959 16:0.2 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.302041 64:0 
-1 1:0.234007 2:0.208065 3:0.167532 4:0.396078 5:0.286275 6:0.231373 7:0 8:0 9:1 10:0 11:0 12:0.955078 13:0.0449219 14:0 15:0.496094 16:0.232422 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0703125 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.201172 64:0 
-1 1:0.25849 2:0.224974 3:0.185123 4:0.403922 5:0.278431 6:0.254902 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.510121 16:0.48583 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.00404858 64:0 
-1 1:0.250876 2:0.216419 3:0.177436 4:0.403922 5:0.286275 6:0.247059 7:0 8:0 9:1 10:0 11:0 12:0.994065 13:0.00593472 14:0 15:0.498516 16:0.329377 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.172107 64:0 
-1 1:0.275169 2:0.247352 3:0.199285 4:0.396078 5:0.286275 6:0.27451 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.504673 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0560748 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.439252 64:0 
-1 1:0.308885 2:0.273713 3:0.23413 4:0.407843 5:0.243137 6:0.305882 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.494792 16:0.505208 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 
-1 1:0.275526 2:0.247973 3:0.212679 4:0.403922 5:0.227451 6:0.27451 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.507772 16:0.0518135 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0621762 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.378238 64:0 
-1 1:0.260568 2:0.224236 3:0.185193 4:0.407843 5:0.286275 6:0.258824 7:0 8:0 9:0.974265 10:0.0257353 11:0 12:0.985294 13:0.0147059 14:0 15:0.507353 16:0.426471 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0661765 64:0 
-1 1:0.266437 2:0.230737 3:0.192069 4:0.407843 5:0.282353 6:0.262745 7:0 8:0 9:0.932432 10:0.0675676 11:0 12:1 13:0 14:0 15:0.5 16:0.355856 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.144144 64:0 
-1 1:0.265512 2:0.239674 3:0.202042 4:0.396078 5:0.239216 6:0.262745 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.513208 16:0.0188679 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0830189 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.384906 64:0 
-1 1:0.250553 2:0.215259 3:0.176629 4:0.411765 5:0.286275 6:0.247059 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.495968 16:0.270161 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.233871 64:0 
-1 1:0.304997 2:0.269703 3:0.230487 4:0.407843 5:0.247059 6:0.301961 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.495968 16:0.471774 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0322581 64:0 
-1 1:0.245098 2:0.216521 3:0.176304 4:0.4 5:0.290196 6:0.243137 7:0 8:0 9:1 10:0 11:0 12:0.957447 13:0.0425532 14:0 15:0.484043 16:0.515957 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 
-1 1:0.234108 2:0.206894 3:0.16896 4:0.403922 5:0.270588 6:0.231373 7:0 8:0 9:1 10:0 11:0 12:0.991935 13:0.00806452 14:0 15:0.5 16:0.471774 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.00806452 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0201613 64:0 
-1 1:0.266372 2:0.238921 3:0.203627 4:0.403922 5:0.239216 6:0.262745 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.496583 16:0.166287 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.047836 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.289294 64:0 
-1 1:0.267385 2:0.239601 3:0.204201 4:0.403922 5:0.235294 6:0.266667 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.494915 16:0.125424 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0101695 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.369492 64:0 
-1 1:0.232309 2:0.201718 3:0.163201 4:0.403922 5:0.305882 6:0.231373 7:0 8:0 9:1 10:0 11:0 12:0.909366 13:0.0906344 14:0 15:0.504532 16:0.489426 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0060423 64:0 
-1 1:0.241755 2:0.20685 3:0.168401 4:0.407843 5:0.309804 6:0.239216 7:0 8:0 9:0.983974 10:0.0160256 11:0 12:0.99359 13:0.00641026 14:0 15:0.503205 16:0.49359 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.00320513 64:0 
-1 1:0.292687 2:0.260457 3:0.223661 4:0.407843 5:0.231373 6:0.290196 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.504559 16:0.392097 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.103343 64:0 
-1 1:0.283843 2:0.253749 3:0.218454 4:0.407843 5:0.235294 6:0.282353 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.502262 16:0.294118 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.00452489 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.199095 64:0 
-1 1:0.262163 2:0.236371 3:0.191532 4:0.392157 5:0.27451 6:0.258824 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.502747 16:0.458791 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0164835 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.021978 64:0 
1 1:0.290083 2:0.255977 3:0.217327 4:0.403922 5:0.247059 6:0.286275 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.509615 16:0.423077 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0673077 64:0 
-1 1:0.292406 2:0.260501 3:0.224235 4:0.407843 5:0.231373 6:0.290196 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.504425 16:0.412979 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0825959 64:0 
-1 1:0.277011 2:0.248299 3:0.213005 4:0.403922 5:0.227451 6:0.27451 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.5 16:0.27551 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0510204 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.173469 64:0 
-1 1:0.252353 2:0.228341 3:0.185357 4:0.396078 5:0.266667 6:0.25098 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.498599 16:0.168067 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0672269 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.266106 64:0 
-1 1:0.255017 2:0.231487 3:0.187432 4:0.392157 5:0.278431 6:0.254902 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.5 16:0.226064 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0159574 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.257979 64:0 
-1 1:0.292481 2:0.261125 3:0.224404 4:0.407843 5:0.231373 6:0.290196 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.491736 16:0.301653 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.206612 64:0 
