1 1:0.408122 2:0.407777 3:0.38636 4:0.372549 5:0.0588235 6:0.407843 7:0.192373 8:0.224456 9:0.455346 10:0.115403 11:0.0124225 12:0.956466 13:0.0429365 14:0.000586682 15:0.499997 16:0.159888 17:0.00399813 18:0.00352661 19:0.00153624 20:0.00300077 21:0.00846344 22:0.0044653 23:0.00491075 24:0.0127006 25:0.0103278 26:0.00873505 27:0.00460872 28:0.00418065 29:0.00295514 30:0.00246407 31:0.00416762 32:0.00260313 33:0.0186326 34:0.00473692 35:0.00879372 36:0.00220332 37:0.0102474 38:0.00600589 39:0.00355703 40:0.00127766 41:0.0252838 42:0.00438925 43:0.00456091 44:0.00169486 45:0.00360701 46:0.00319851 47:0.00567561 48:0.00940865 49:0.0130591 50:0.00544311 51:0.00898493 52:0.00224026 53:0.00364829 54:0.00252491 55:0.00627533 56:0.00694893 57:0.00432624 58:0.00638615 59:0.0197821 60:0.00385255 61:0.00657953 62:0.00299643 63:0.0386993 64:0.00926089 
1 1:0.440377 2:0.429774 3:0.397991 4:0.384314 5:0.0980392 6:0.439216 7:0 8:0 9:0.996516 10:0.00348432 11:0 12:1 13:0 14:0 15:0.501742 16:0.0174216 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0.097561 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.00348432 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0.0243902 57:0.191638 58:0 59:0.00348432 60:0 61:0 62:0 63:0 64:0.160279 
-1 1:0.433905 2:0.424224 3:0.388452 4:0.372549 5:0.0980392 6:0.431373 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.490775 16:0.0848708 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0.00738007 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0405904 34:0 35:0 36:0 37:0.0479705 38:0 39:0 40:0 41:0.0405904 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0664207 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0.0442804 57:0.0479705 58:0 59:0.0184502 60:0 61:0 62:0 63:0.0590406 64:0.0516605 
-1 1:0.391687 2:0.388053 3:0.352788 4:0.364706 5:0.101961 6:0.388235 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.496333 16:0.146699 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0391198 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.154034 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.0562347 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0.0195599 60:0 61:0 62:0 63:0.0880196 64:0 
-1 1:0.429723 2:0.421942 3:0.38629 4:0.372549 5:0.101961 6:0.427451 7:0 8:0 9:0.992063 10:0.00793651 11:0 12:1 13:0 14:0 15:0.492063 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0396825 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.281746 42:0 43:0 44:0 45:0 46:0 47:0 48:0.186508 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 
1 1:0.419426 2:0.413083 3:0.375506 4:0.364706 5:0.101961 6:0.415686 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.502732 16:0.229508 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0355191 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.166667 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0655738 64:0 
1 1:0.415965 2:0.409652 3:0.373283 4:0.372549 5:0.101961 6:0.415686 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.5 16:0.167742 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0129032 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0645161 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.254839 64:0 
-1 1:0.410545 2:0.402799 3:0.369452 4:0.376471 5:0.0980392 6:0.407843 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.496644 16:0.116331 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0738255 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.313199 64:0 
-1 1:0.416768 2:0.40027 3:0.368222 4:0.388235 5:0.121569 6:0.415686 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.517241 16:0.482759 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 
1 1:0.468682 2:0.465204 3:0.436642 4:0.368627 5:0.0666667 6:0.466667 7:0.141661 8:0.0853301 9:0.662107 10:0.093974 11:0.0169286 12:0.943593 13:0.0555458 14:0.000859404 15:0.500005 16:0.0764185 17:0.00245781 18:0.0043759 19:0.00165861 20:0.000703715 21:0.0110996 22:0.00401471 23:0.0035248 24:0.0135969 25:0.0128309 26:0.00704545 27:0.006294 28:0.00242045 29:0.00361614 30:0.00167314 31:0.00431778 32:0.000768067 33:0.024711 34:0.00560896 35:0.00785296 36:0.00165238 37:0.0118469 38:0.00978974 39:0.00283769 40:0.00171258 41:0.0517635 42:0.00532457 43:0.0065597 44:0.00227306 45:0.0039981 46:0.00314492 47:0.00385486 48:0.0248065 49:0.013985 50:0.00531004 51:0.0115542 52:0.00253877 53:0.00442988 54:0.0021838 55:0.0046769 56:0.0101426 57:0.00641439 58:0.00858989 59:0.018253 60:0.00427419 61:0.00625248 62:0.000890542 63:0.0589875 64:0.0149129 
-1 1:0.591189 2:0.587031 3:0.548336 4:0.364706 5:0.0745098 6:0.588235 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.491701 16:0.358921 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0.0518672 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.00207469 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0.060166 52:0 53:0 54:0 55:0 56:0.00622407 57:0.0165975 58:0 59:0 60:0 61:0 62:0 63:0.0124481 64:0 
-1 1:0.592874 2:0.590126 3:0.551062 4:0.364706 5:0.0745098 6:0.592157 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.500775 16:0.122481 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0883721 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0356589 49:0 50:0 51:0.00930233 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.243411 64:0 
-1 1:0.582012 2:0.582806 3:0.543591 4:0.352941 5:0.0666667 6:0.580392 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.498701 16:0.111688 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0285714 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.137662 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0597403 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.163636 64:0 
-1 1:0.573672 2:0.574457 3:0.536519 4:0.352941 5:0.0666667 6:0.572549 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.498765 16:0.00987654 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.00246914 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.158025 42:0 43:0 44:0 45:0 46:0 47:0 48:0.108642 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.222222 64:0 
-1 1:0.575814 2:0.571893 3:0.532677 4:0.364706 5:0.0745098 6:0.572549 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.495763 16:0.294492 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0550847 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0.0105932 52:0 53:0 54:0 55:0 56:0 57:0.00211864 58:0 59:0 60:0 61:0 62:0 63:0.141949 64:0 
-1 1:0.559885 2:0.554815 3:0.518709 4:0.364706 5:0.0705882 6:0.556863 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.5 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0764331 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.10828 42:0 43:0 44:0 45:0 46:0 47:0 48:0.175159 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.140127 64:0 
-1 1:0.574444 2:0.571446 3:0.531247 4:0.364706 5:0.0745098 6:0.572549 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.495413 16:0.0183486 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0336391 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0917431 42:0 43:0 44:0 45:0 46:0 47:0 48:0.116208 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.244648 64:0 
-1 1:0.546094 2:0.541829 3:0.506922 4:0.364706 5:0.0705882 6:0.545098 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.498876 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0494382 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.119101 42:0 43:0 44:0 45:0 46:0 47:0 48:0.164045 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.168539 64:0 
-1 1:0.57743 2:0.573911 3:0.533547 4:0.364706 5:0.0745098 6:0.576471 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.501511 16:0.0543807 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.00906344 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.21148 42:0 43:0 44:0 45:0 46:0 47:0 48:0.196375 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0271903 64:0 
-1 1:0.559633 2:0.55519 3:0.515974 4:0.364706 5:0.0784314 6:0.556863 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.501385 16:0.155125 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.160665 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0387812 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.144044 64:0 
-1 1:0.5581 2:0.554558 3:0.514434 4:0.364706 5:0.0784314 6:0.556863 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.495957 16:0.00539084 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0215633 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.118598 42:0 43:0 44:0 45:0 46:0 47:0 48:0.202156 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.156334 64:0 
-1 1:0.541778 2:0.537857 3:0.498641 4:0.364706 5:0.0784314 6:0.541176 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.504951 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.15099 42:0 43:0 44:0 45:0 46:0 47:0 48:0.123762 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.220297 64:0 
-1 1:0.53971 2:0.536249 3:0.497187 4:0.364706 5:0.0784314 6:0.537255 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.495652 16:0.221739 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0608696 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.00869565 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0347826 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.178261 64:0 
-1 1:0.559455 2:0.552636 3:0.513399 4:0.372549 5:0.0862745 6:0.556863 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.5 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.241667 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.258333 64:0 
-1 1:0.552067 2:0.550289 3:0.509367 4:0.352941 5:0.0784314 6:0.54902 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.503597 16:0.107914 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0971223 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0827338 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0899281 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.118705 64:0 
-1 1:0.542087 2:0.539242 3:0.499591 4:0.364706 5:0.0784314 6:0.541176 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.501319 16:0.0527704 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0580475 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0633245 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0501319 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.274406 64:0 
-1 1:0.521513 2:0.515703 3:0.476487 4:0.364706 5:0.0823529 6:0.517647 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.501424 16:0.0569801 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0712251 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.37037 64:0 
-1 1:0.532449 2:0.525267 3:0.485777 4:0.372549 5:0.0901961 6:0.529412 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.505181 16:0.0932643 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0854922 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.316062 64:0 
-1 1:0.536612 2:0.534055 3:0.494655 4:0.352941 5:0.0745098 6:0.533333 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.491639 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0200669 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.22408 42:0 43:0 44:0 45:0 46:0 47:0 48:0.197324 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0668896 64:0 
-1 1:0.518884 2:0.514962 3:0.475746 4:0.364706 5:0.0823529 6:0.517647 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.503185 16:0.16242 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.00955414 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0541401 42:0 43:0 44:0 45:0 46:0 47:0 48:0.00955414 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.261146 64:0 
-1 1:0.49916 2:0.495166 3:0.45595 4:0.364706 5:0.0862745 6:0.498039 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.497696 16:0.0368664 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0599078 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.40553 64:0 
-1 1:0.5056 2:0.507466 3:0.467383 4:0.341176 5:0.0784314 6:0.505882 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.497596 16:0.0192308 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.09375 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0961538 42:0 43:0 44:0 45:0 46:0 47:0 48:0.235577 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0576923 64:0 
-1 1:0.535376 2:0.527688 3:0.488279 4:0.372549 5:0.0901961 6:0.533333 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.498765 16:0.0197531 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.14321 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.338272 64:0 
-1 1:0.51129 2:0.511027 3:0.470008 4:0.352941 5:0.0862745 6:0.509804 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.505376 16:0.0107527 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0376344 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.061828 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0994624 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.284946 64:0 
-1 1:0.501145 2:0.500175 3:0.460959 4:0.352941 5:0.0784314 6:0.498039 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.504951 16:0.0668317 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0569307 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.207921 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0990099 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0643564 64:0 
-1 1:0.519693 2:0.520984 3:0.479789 4:0.352941 5:0.0745098 6:0.517647 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.5 16:0.0769231 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.269231 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.153846 64:0 
-1 1:0.484999 2:0.478395 3:0.439192 4:0.372549 5:0.0980392 6:0.482353 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.490798 16:0.0644172 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0122699 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.432515 64:0 
-1 1:0.491141 2:0.48929 3:0.449867 4:0.364706 5:0.0862745 6:0.490196 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.49835 16:0.105611 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.0693069 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.161716 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0759076 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.0891089 64:0 
-1 1:0.50877 2:0.503875 3:0.466126 4:0.364706 5:0.0862745 6:0.505882 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.503937 16:0.023622 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0275591 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.444882 64:0 
-1 1:0.485985 2:0.478789 3:0.444365 4:0.364706 5:0.0823529 6:0.482353 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.508696 16:0.117391 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0304348 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.343478 64:0 
-1 1:0.481081 2:0.473044 3:0.437873 4:0.372549 5:0.0901961 6:0.478431 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.490991 16:0.0045045 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0.0045045 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.018018 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.481982 64:0 
-1 1:0.507428 2:0.502369 3:0.461083 4:0.364706 5:0.0941176 6:0.505882 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.505576 16:0.0446097 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.449814 64:0 
-1 1:0.519746 2:0.517866 3:0.478052 4:0.352941 5:0.0823529 6:0.517647 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.505576 16:0.107807 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0260223 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.360595 64:0 
-1 1:0.49447 2:0.488022 3:0.447574 4:0.372549 5:0.0941176 6:0.494118 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0.496795 16:0.323718 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.179487 64:0 
1 1:0.503336 2:0.495008 3:0.456461 4:0.372549 5:0.0941176 6:0.501961 7:0 8:0 9:0.987654 10:0.0123457 11:0 12:1 13:0 14:0 15:0.493827 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0.17037 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0.0567901 42:0 43:0 44:0 45:0 46:0 47:0 48:0.0962963 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0.182716 64:0 
